time_epoch,time,symbol,price,qty,side,realized_pnl,order_id
1777192668691,2026-04-26 16:37:48.691000+08:00,ETHUSDT,2331.34,0.193,BUY,0.0,8667054058
1777192668691,2026-04-26 16:37:48.691000+08:00,ETHUSDT,2331.34,0.022,BUY,0.0,8667054058
1777192669082,2026-04-26 16:37:49.082000+08:00,ETHUSDT,2331.34,0.087,BUY,0.0,8667054061
1777192669082,2026-04-26 16:37:49.082000+08:00,ETHUSDT,2331.35,0.128,BUY,0.0,8667054061
1777192670181,2026-04-26 16:37:50.181000+08:00,ETHUSDT,2331.44,0.215,BUY,0.0,8667054100
1777199127867,2026-04-26 18:25:27.867000+08:00,ETHUSDT,2333.89,0.215,BUY,0.0,8667236025
1777199136539,2026-04-26 18:25:36.539000+08:00,ETHUSDT,2331.32,0.43,SELL,30.20398719,8667236514
1777199141759,2026-04-26 18:25:41.759000+08:00,ETHUSDT,2331.6,0.43,BUY,0.0,8667236600
1777199147205,2026-04-26 18:25:47.205000+08:00,ETHUSDT,2331.32,0.215,SELL,12.88514788,8667236751
